REG,CS1,CE,SEXE,BRUT_EQTP,P10_BRUT_EQTP,P20_BRUT_EQTP,P30_BRUT_EQTP,P40_BRUT_EQTP,P50_BRUT_EQTP,P60_BRUT_EQTP,P70_BRUT_EQTP,P80_BRUT_EQTP,P90_BRUT_EQTP
27,3,C,H,63590,34661,41107,46024,50830,55604,61103,67955,78565,98840
27,3,C,F,51956,30541,35931,39917,43549,47291,51294,56364,63346,76915
27,3,C,E,60026,33040,39109,43794,48190,52771,57932,64346,73891,92691
27,4,C,H,39446,25111,28805,31635,34225,36854,39643,42875,47110,54724
27,4,C,F,33720,23039,25712,27923,29911,31957,34225,36947,40469,46118
27,4,C,E,37097,23991,27227,29827,32227,34680,37392,40541,44589,51415
27,5,C,H,28054,20077,21586,22803,24104,25572,27306,29533,32743,38764
27,5,C,F,26417,19892,21315,22442,23595,24826,26225,27986,30472,34890
27,5,C,E,26899,19943,21382,22545,23730,25025,26515,28410,31089,35935
27,6N,C,H,25966,18886,21175,22587,23822,25118,26596,28470,30853,34421
27,6N,C,F,24200,17627,20133,21555,22624,23671,24907,26303,28327,31694
27,6N,C,E,25425,18602,20800,22258,23405,24651,26045,27786,30113,33717
27,6Q,C,H,30554,22153,24194,25892,27525,29169,30926,33008,35764,40470
27,6Q,C,F,27316,20665,22391,23654,24858,26060,27448,29142,31385,35176
27,6Q,C,E,30149,21899,23879,25516,27121,28746,30501,32568,35299,39943
27,T,C,H,36261,21752,24133,26299,28537,30956,33818,37671,43702,55476
27,T,C,F,30854,20340,22206,23738,25360,27198,29471,32507,36982,45334
27,T,C,E,34275,21090,23242,25176,27213,29503,32215,35774,41224,51762
27,3,N,H,57908,20876,26908,33597,40295,46170,52975,61852,75537,102428
27,3,N,F,49359,24353,31881,36816,40840,44630,48682,53468,61424,76210
27,3,N,E,53902,22332,29416,35602,40613,45305,50446,57066,67951,91761
27,4,N,H,36442,20285,22648,25255,28325,31635,35585,40489,48345,58687
27,4,N,F,32757,21091,23940,26700,29072,31185,33495,36322,39894,45665
27,4,N,E,33669,20828,23596,26386,28923,31249,33888,36981,41231,48798
27,5,N,H,23980,18776,19752,20429,21143,21960,22812,23929,25880,30300
27,5,N,F,24051,19010,19919,20660,21518,22418,23435,24824,26976,31007
27,5,N,E,24041,18974,19896,20628,21455,22339,23333,24697,26834,30927
27,6N,N,H,22725,17784,18601,19624,20809,22221,23034,24186,25990,29534
27,6N,N,F,21574,17337,18867,19507,20050,20566,21416,22674,24277,27170
27,6N,N,E,22025,17445,18764,19534,20207,20979,22228,23291,24987,28120
27,6Q,N,H,27343,19686,21536,22840,23989,25034,26246,27926,30691,37860
27,6Q,N,F,25534,19139,20550,22009,23141,24250,25420,26910,29134,33276
27,6Q,N,E,26784,19461,21172,22578,23715,24825,25993,27594,30149,36324
27,T,N,H,32157,18810,20342,21841,23088,24609,26623,30200,37799,52963
27,T,N,F,26906,19004,20045,20969,22126,23325,24983,27486,31449,39113
27,T,N,E,28481,18956,20109,21167,22382,23678,25448,28162,32784,42568
27,3,T,H,63067,32915,40015,45222,50052,54962,60612,67609,78383,99162
27,3,T,F,51519,29618,35289,39447,43105,46886,50878,55945,63077,76754
27,3,T,E,59310,31565,38119,42895,47351,52002,57138,63715,73312,92564
27,4,T,H,39295,24662,28469,31378,34014,36682,39508,42799,47134,54921
27,4,T,F,33539,22649,25413,27712,29754,31813,34101,36838,40357,46049
27,4,T,E,36712,23520,26809,29450,31844,34314,37028,40193,44302,51189
27,5,T,H,27437,19716,21088,22285,23469,24885,26574,28770,31910,37878
27,5,T,F,25687,19483,20691,21804,22843,24006,25382,27109,29545,33945
27,5,T,E,26131,19527,20787,21927,22989,24208,25645,27487,30110,34892
27,6N,T,H,25608,18537,20743,22280,23458,24726,26203,28048,30447,34128
27,6N,T,F,23402,17433,19446,20446,21631,22735,23915,25367,27306,30710
27,6N,T,E,24812,18325,20096,21553,22758,23963,25346,27044,29424,33111
27,6Q,T,H,30379,21959,23982,25652,27280,28937,30716,32819,35616,40395
27,6Q,T,F,27044,20309,22127,23395,24592,25775,27151,28853,31091,34977
27,6Q,T,E,29921,21657,23630,25244,26820,28457,30228,32317,35088,39793
27,T,T,H,35941,21303,23673,25809,28056,30516,33402,37291,43390,55314
27,T,T,F,29852,19775,21410,22871,24412,26181,28419,31347,35774,43968
27,T,T,E,33398,20409,22505,24347,26322,28600,31295,34842,40221,50640
28,3,C,H,65190,35426,41697,46720,51533,56576,62347,69938,80852,101139
28,3,C,F,53621,31141,36599,40853,44814,48712,53143,58354,65535,80058
28,3,C,E,61406,33657,39723,44538,49034,53789,59131,65898,75933,94929
28,4,C,H,41014,25374,29186,32257,35161,38101,41364,45222,50318,58789
28,4,C,F,34640,23257,26084,28335,30332,32463,34911,37846,41830,48255
28,4,C,E,38409,24296,27602,30255,32843,35571,38602,42247,47079,55023
28,5,C,H,28116,19953,21506,22833,24131,25507,27166,29353,32678,39106
28,5,C,F,26456,19804,21261,22460,23614,24874,26284,28042,30564,35010
28,5,C,E,26975,19844,21329,22567,23766,25060,26533,28404,31150,36226
28,6N,C,H,25947,18311,20833,22314,23486,24756,26306,28242,30901,35642
28,6N,C,F,23872,14902,19909,21197,22286,23252,24425,25934,28062,31694
28,6N,C,E,25300,17709,20466,22000,23051,24226,25677,27502,30025,34503
28,6Q,C,H,31194,22103,24180,25897,27531,29196,31058,33303,36481,42140
28,6Q,C,F,28488,20752,22445,23805,25099,26452,28152,30387,33558,38889
28,6Q,C,E,30891,21895,23922,25603,27235,28897,30769,33028,36192,41806
28,T,C,H,37011,21765,24172,26368,28641,31210,34409,38740,45518,58055
28,T,C,F,31696,20348,22258,23886,25608,27594,30076,33420,38479,47776
28,T,C,E,35086,21104,23318,25320,27433,29828,32781,36794,42934,54469
28,3,N,H,57747,20226,26477,33536,40760,47087,53663,62185,75989,103226
28,3,N,F,50027,25097,32357,37276,41239,45371,49467,54623,62005,77492
28,3,N,E,54014,22200,29535,35824,41055,46102,51236,57909,68620,90947
28,4,N,H,36807,20169,22768,25541,28629,32052,36080,40994,47866,59080
28,4,N,F,33738,21183,24379,27142,29528,31821,34320,37444,41316,47734
28,4,N,E,34536,20883,23972,26785,29378,31867,34667,38118,42672,50383
28,5,N,H,23823,18632,19688,20340,21010,21825,22679,23911,25843,30206
28,5,N,F,24006,18974,19927,20605,21381,22273,23335,24710,26819,30907
28,5,N,E,23978,18919,19891,20559,21321,22205,23231,24583,26685,30823
28,6N,N,H,22744,16100,18488,19419,20445,21790,22863,24399,26619,30092
28,6N,N,F,21466,18253,19044,19571,20060,20471,21125,22276,23688,26816
28,6N,N,E,21951,17841,18864,19534,20133,20695,21816,22989,24795,28261
28,6Q,N,H,27787,19368,21266,22904,24416,25961,27497,29250,31786,37185
28,6Q,N,F,26595,19360,20589,21985,23223,24573,26135,27999,30856,36405
28,6Q,N,E,27443,19367,20999,22597,24016,25577,27118,28943,31488,36978
28,T,N,H,31896,18643,20175,21553,22995,24836,27195,30454,37056,52304
28,T,N,F,27107,19027,20052,20869,21964,23231,24917,27510,31782,40141
28,T,N,E,28567,18930,20080,21014,22239,23646,25565,28403,33122,43216
28,3,T,H,64559,33856,40702,45947,50787,55959,61795,69516,80583,101249
28,3,T,F,53077,30319,36006,40311,44276,48217,52639,57817,65073,79873
28,3,T,E,60610,32233,38734,43684,48222,53002,58347,65142,75279,94576
28,4,T,H,40813,24944,28849,31978,34918,37887,41196,45081,50242,58804
28,4,T,F,34486,22893,25835,28161,30207,32349,34808,37758,41760,48162
28,4,T,E,38013,23833,27220,29895,32470,35188,38219,41855,46678,54667
28,5,T,H,27481,19609,20999,22266,23503,24853,26482,28591,31856,38280
28,5,T,F,25724,19439,20644,21751,22841,24035,25420,27135,29600,34088
28,5,T,E,26202,19478,20731,21878,23006,24249,25684,27501,30158,35147
28,6N,T,H,25576,18126,20358,22016,23143,24397,25929,27835,30431,35147
28,6N,T,F,23101,17197,19384,20277,21212,22311,23407,24793,26933,30468
28,6N,T,E,24658,17776,19834,21141,22391,23556,24922,26751,29191,33553
28,6Q,T,H,31022,21917,24007,25736,27370,29020,30874,33119,36301,41963
28,6Q,T,F,28212,20426,22170,23504,24849,26188,27856,30059,33234,38565
28,6Q,T,E,30677,21653,23705,25399,27023,28687,30548,32807,35964,41577
28,T,T,H,36632,21289,23734,25929,28202,30756,33951,38290,45082,57725
28,T,T,F,30581,19798,21403,22936,24579,26489,28909,32151,37083,46224
28,T,T,E,34152,20414,22553,24488,26560,28922,31823,35758,41781,53214
32,3,C,H,64721,34483,40639,45361,49988,55016,60819,68167,79237,101731
32,3,C,F,53798,31056,36432,40446,44074,47892,52333,57864,65945,80909
32,3,C,E,61230,33156,39067,43518,47843,52499,57922,64874,74977,95214
32,4,C,H,39473,24332,27967,30919,33592,36312,39311,42818,47653,55644
32,4,C,F,33771,22709,25536,27738,29749,31770,34073,36794,40387,46675
32,4,C,E,37134,23520,26759,29339,31758,34263,37035,40332,44816,52386
32,5,C,H,27714,19769,21285,22629,23908,25291,26955,29094,32297,38067
32,5,C,F,26271,19488,21003,22261,23472,24752,26163,27930,30437,34896
32,5,C,E,26804,19593,21105,22389,23626,24943,26432,28327,31063,36061
32,6N,C,H,25336,18026,20382,21949,23140,24421,25910,27774,30320,34344
32,6N,C,F,23196,12136,19120,20548,21761,22763,23929,25355,27389,30865
32,6N,C,E,24785,16585,20040,21544,22729,23952,25359,27142,29585,33617
32,6Q,C,H,30457,21616,23734,25505,27193,28914,30785,33011,35970,40927
32,6Q,C,F,27460,20261,22005,23318,24612,25856,27379,29231,31803,36433
32,6Q,C,E,30196,21445,23521,25255,26917,28631,30491,32716,35672,40635
32,T,C,H,36838,21185,23634,25843,28179,30789,33934,38133,44611,57295
32,T,C,F,32128,20050,22088,23809,25616,27703,30308,33801,39066,48872
32,T,C,E,35228,20691,23003,25049,27210,29680,32672,36664,42720,54431
32,3,N,H,59623,20751,27540,34406,40687,46690,53658,63510,78869,107158
32,3,N,F,51094,25681,33195,38031,42127,45831,49815,55092,62852,79525
32,3,N,E,55380,22949,30512,36684,41503,46214,51353,58359,69770,93225
32,4,N,H,35743,19815,22327,25004,27985,31264,34924,39378,46066,56953
32,4,N,F,32529,20098,23126,26063,28576,30827,33209,36044,39758,46642
32,4,N,E,33332,20045,22872,25813,28451,30906,33556,36628,40953,49192
32,5,N,H,23514,18488,19459,20186,20819,21627,22516,23654,25514,29503
32,5,N,F,23689,18801,19746,20474,21287,22209,23269,24612,26555,30137
32,5,N,E,23659,18739,19699,20415,21196,22110,23130,24458,26402,30021
32,6N,N,H,21928,17405,18384,18939,19926,20994,22308,23320,24866,28454
32,6N,N,F,21439,18002,18902,19496,20007,20433,21134,22258,23541,26614
32,6N,N,E,21650,17773,18586,19321,19989,20574,21645,22730,24148,27529
32,6Q,N,H,26838,19173,20706,22258,23266,24601,26141,28115,30846,36253
32,6Q,N,F,25018,18957,20123,21191,22280,23135,24449,26010,28412,32955
32,6Q,N,E,26375,19115,20501,22013,22941,24206,25680,27556,30312,35489
32,T,N,H,31195,18463,19769,20947,22344,23717,25756,29118,35409,50333
32,T,N,F,26879,18814,19865,20698,21796,23007,24615,27045,31125,39545
32,T,N,E,28259,18682,19842,20759,21979,23213,24942,27619,32238,42584
32,3,T,H,64328,33233,39846,44720,49425,54515,60423,67924,79212,102104
32,3,T,F,53393,30385,36016,40105,43780,47583,51969,57524,65526,80686
32,3,T,E,60636,32069,38283,42889,47234,51888,57358,64301,74610,95060
32,4,T,H,39300,23970,27680,30670,33403,36126,39155,42711,47604,55696
32,4,T,F,33555,22185,25195,27499,29575,31608,33931,36668,40272,46668
32,4,T,E,36742,23030,26362,29003,31420,33924,36694,39982,44489,52118
32,5,T,H,27105,19455,20802,22093,23309,24674,26277,28374,31466,37250
32,5,T,F,25438,19162,20393,21528,22634,23848,25216,26908,29275,33672
32,5,T,E,25966,19242,20510,21692,22839,24089,25523,27335,29946,34807
32,6N,T,H,24906,17891,19882,21459,22709,23951,25402,27240,29801,33863
32,6N,T,F,22574,15156,18987,19953,20745,21885,22914,24242,26256,29837
32,6N,T,E,24162,17090,19464,20730,22095,23209,24544,26305,28755,32764
32,6Q,T,H,30261,21391,23493,25264,26957,28691,30561,32806,35782,40780
32,6Q,T,F,27045,19899,21578,22854,24139,25423,26894,28729,31381,35980
32,6Q,T,E,29946,21168,23222,24963,26621,28347,30225,32447,35425,40437
32,T,T,H,36394,20693,23127,25311,27637,30257,33411,37623,44134,56902
32,T,T,F,30768,19483,21129,22716,24411,26367,28841,32197,37326,46882
32,T,T,E,34186,20077,22204,24126,26212,28641,31594,35532,41494,53034
44,3,C,H,65647,34508,41293,46487,51357,56449,62287,69909,81252,102998
44,3,C,F,54001,31179,36688,40881,44688,48656,53133,58534,66067,80334
44,3,C,E,61979,33196,39516,44365,48919,53728,59147,66164,76497,96435
44,4,C,H,40980,25367,29312,32394,35172,37978,41003,44614,49478,57873
44,4,C,F,34725,23101,26041,28479,30560,32725,35139,38097,42021,48306
44,4,C,E,38377,24183,27654,30415,32979,35622,38554,41984,46564,54218
44,5,C,H,28482,19976,21573,22875,24197,25676,27566,30022,33595,39863
44,5,C,F,26661,19804,21283,22486,23649,24930,26424,28299,30984,35640
44,5,C,E,27228,19853,21367,22603,23809,25144,26734,28778,31723,36909
44,6N,C,H,26395,18310,20844,22516,23872,25324,27008,29121,31954,36520
44,6N,C,F,24236,12229,19671,21279,22556,23742,25142,26907,29247,33191
44,6N,C,E,25792,16998,20463,22175,23461,24862,26469,28472,31228,35611
44,6Q,C,H,31518,22140,24416,26304,28113,29960,31964,34321,37435,42584
44,6Q,C,F,28037,20722,22526,23903,25113,26380,27933,30035,32897,37449
44,6Q,C,E,31170,21939,24148,25952,27733,29587,31586,33948,37050,42148
44,T,C,H,37812,21720,24348,26758,29297,32058,35309,39565,46030,58572
44,T,C,F,32032,20328,22302,23975,25760,27876,30491,33922,38976,48264
44,T,C,E,35709,21062,23408,25533,27845,30455,33542,37539,43488,54884
44,3,N,H,57841,19668,25156,31864,38300,45012,52631,62678,77282,104734
44,3,N,F,50617,23985,31813,37102,41299,45515,49934,55307,63663,81007
44,3,N,E,54412,21250,28151,34624,40020,45304,50885,58444,70230,93484
44,4,N,H,35215,19094,21422,23738,26552,29768,33854,38972,46726,57794
44,4,N,F,32817,20225,22887,25928,28906,31308,33829,36825,40588,46808
44,4,N,E,33409,19951,22481,25357,28392,31055,33834,37160,41550,49189
44,5,N,H,23405,18384,19347,20126,20817,21613,22421,23505,25296,29411
44,5,N,F,24118,18833,19836,20597,21465,22371,23445,24892,27128,31476
44,5,N,E,24001,18744,19752,20508,21344,22236,23266,24662,26848,31206
44,6N,N,H,22409,16625,18438,19230,20263,21734,22708,23872,25500,28850
44,6N,N,F,21622,17391,18853,19407,19930,20395,21061,22268,23737,26976
44,6N,N,E,21913,17152,18667,19365,20000,20631,21738,22886,24492,27780
44,6Q,N,H,27094,19356,20947,22474,23723,25013,26635,28596,31116,36815
44,6Q,N,F,25268,18932,20162,21428,22572,23870,25137,26638,28892,33366
44,6Q,N,E,26591,19219,20674,22198,23393,24680,26163,28031,30531,35769
44,T,N,H,31520,18470,19839,21142,22509,23991,26086,29389,35825,51432
44,T,N,F,27021,18815,19890,20762,21885,23101,24789,27395,31722,39972
44,T,N,E,28393,18696,19878,20852,22085,23351,25140,27973,32711,42724
44,3,T,H,64957,32660,40042,45505,50535,55759,61686,69483,80972,103126
44,3,T,F,53459,30101,36009,40291,44195,48159,52644,58115,65719,80431
44,3,T,E,61130,31604,38357,43400,48052,52918,58432,65477,75896,96159
44,4,T,H,40689,24721,28809,32008,34845,37692,40781,44457,49385,57866
44,4,T,F,34371,22392,25530,28107,30298,32482,34918,37879,41769,48061
44,4,T,E,37821,23444,27050,29907,32487,35131,38062,41507,46113,53757
44,5,T,H,27661,19480,20951,22210,23434,24843,26604,29013,32494,38823
44,5,T,F,25874,19350,20641,21787,22863,24067,25501,27343,29956,34670
44,5,T,E,26359,19382,20718,21896,23008,24261,25769,27739,30585,35725
44,6N,T,H,25904,17997,20278,22103,23365,24785,26412,28483,31321,35936
44,6N,T,F,23238,15924,19096,20063,20985,22279,23535,25183,27572,31569
44,6N,T,E,24957,17082,19651,21059,22516,23828,25385,27365,30100,34556
44,6Q,T,H,31276,21879,24143,26016,27836,29692,31690,34069,37206,42401
44,6Q,T,F,27578,20219,22092,23456,24734,25942,27472,29467,32364,36970
44,6Q,T,E,30862,21607,23818,25616,27388,29237,31249,33626,36761,41898
44,T,T,H,37298,21112,23731,26104,28647,31433,34716,39007,45506,58155
44,T,T,F,30721,19634,21321,22880,24554,26540,29073,32439,37373,46444
44,T,T,E,34564,20256,22471,24479,26695,29282,32357,36323,42183,53410
52,3,C,H,62242,34956,40392,44778,49153,53857,59283,66100,76055,95479
52,3,C,F,51747,31067,35988,39761,43357,47093,51136,56104,63150,76240
52,3,C,E,59109,33573,38843,43104,47183,51592,56624,63004,72206,89974
52,4,C,H,38632,24832,28260,30942,33424,35869,38576,41684,45832,53330
52,4,C,F,33729,22961,25770,27943,29876,31863,34058,36799,40528,46386
52,4,C,E,36689,23935,27086,29547,31848,34181,36779,39891,43898,50613
52,5,C,H,28219,20060,21664,22963,24282,25715,27503,29753,33113,39237
52,5,C,F,26517,19912,21371,22544,23705,24977,26407,28214,30711,34928
52,5,C,E,27047,19957,21454,22664,23870,25191,26714,28648,31367,36202
52,6N,C,H,25206,19092,20834,22162,23215,24339,25625,27233,29368,32948
52,6N,C,F,23494,18461,20035,21075,22092,22966,24006,25267,27014,30081
52,6N,C,E,24644,18846,20515,21772,22789,23865,25064,26576,28647,32097
52,6Q,C,H,29861,22146,24168,25799,27314,28781,30329,32126,34454,38397
52,6Q,C,F,26873,20373,22084,23347,24533,25735,27096,28738,30947,34413
52,6Q,C,E,29439,21797,23768,25369,26871,28350,29904,31711,34040,37972
52,T,C,H,36690,21897,24296,26467,28641,30994,33821,37735,43961,56624
52,T,C,F,31336,20389,22243,23831,25519,27462,29828,32924,37718,46786
52,T,C,E,34757,21186,23382,25360,27429,29689,32386,35985,41726,52974
52,3,N,H,58514,22555,29202,36392,42225,47564,54128,61769,74602,99384
52,3,N,F,49661,26713,33410,38213,41893,45339,49271,54115,61515,75784
52,3,N,E,53948,24394,31643,37477,42019,46206,51013,57277,66973,86709
52,4,N,H,36835,20390,22775,25355,28356,32161,36152,40793,46895,56994
52,4,N,F,32958,21217,24172,26921,29296,31517,33797,36407,39913,45587
52,4,N,E,33918,20964,23801,26538,29143,31612,34201,37183,41328,48252
52,5,N,H,24379,18906,19937,20616,21357,22180,23126,24383,26525,31260
52,5,N,F,24566,19161,20140,21028,21912,22871,24068,25619,27914,31887
52,5,N,E,24541,19128,20112,20965,21832,22762,23928,25445,27746,31830
52,6N,N,H,21668,12413,18343,19184,20360,21590,22654,23657,25090,27694
52,6N,N,F,21336,16772,18757,19475,20056,20605,21453,22535,23805,26650
52,6N,N,E,21474,14867,18494,19402,20129,20857,22041,23033,24370,27146
52,6Q,N,H,27246,19643,21364,22626,23815,25123,26607,28436,30914,36794
52,6Q,N,F,25990,19426,21035,22246,23251,24466,25822,27525,29682,33976
52,6Q,N,E,26796,19573,21238,22471,23591,24882,26298,28089,30515,35578
52,T,N,H,32987,18820,20478,21961,23264,24976,27418,31516,39784,54827
52,T,N,F,27919,19196,20347,21485,22669,24127,26106,28933,33160,41225
52,T,N,E,29385,19112,20380,21598,22836,24359,26461,29522,34500,44573
52,3,T,H,61947,33945,39751,44276,48702,53474,58919,65868,75952,95745
52,3,T,F,51378,30374,35607,39485,43111,46789,50803,55787,62886,76170
52,3,T,E,58538,32576,38206,42545,46631,51036,56061,62476,71708,89671
52,4,T,H,38533,24392,27933,30709,33229,35731,38486,41645,45867,53534
52,4,T,F,33566,22545,25487,27756,29767,31788,34003,36717,40421,46233
52,4,T,E,36346,23428,26680,29213,31529,33876,36468,39578,43608,50366
52,5,T,H,27679,19756,21234,22472,23730,25120,26832,29082,32365,38382
52,5,T,F,25893,19560,20865,21983,23057,24268,25682,27463,29907,34117
52,5,T,E,26363,19604,20957,22107,23222,24483,25952,27842,30490,35172
52,6N,T,H,24779,18584,20438,21807,22883,23990,25235,26820,28948,32551
52,6N,T,F,22883,18155,19459,20395,21351,22321,23303,24531,26274,29431
52,6N,T,E,24068,18387,19986,21141,22289,23308,24483,25950,28018,31506
52,6Q,T,H,29731,21961,23977,25611,27139,28619,30178,31988,34354,38357
52,6Q,T,F,26740,20224,21922,23156,24351,25559,26916,28569,30800,34352
52,6Q,T,E,29267,21570,23541,25132,26638,28144,29709,31538,33889,37874
52,T,T,H,36416,21472,23874,26032,28245,30627,33491,37439,43737,56489
52,T,T,F,30455,19928,21610,23100,24720,26600,28940,31994,36614,45484
52,T,T,E,33952,20588,22705,24608,26650,28926,31620,35168,40816,51871
53,3,C,H,62157,34706,40428,45134,49731,54601,60033,66590,76083,94364
53,3,C,F,51797,30809,35969,39903,43645,47363,51462,56305,63021,75922
53,3,C,E,58933,33303,38810,43258,47517,52045,57097,63238,72174,89034
53,4,C,H,37949,24430,27869,30576,32980,35394,37991,41046,45151,52083
53,4,C,F,33698,23078,25896,28110,30042,32006,34168,36726,40273,45979
53,4,C,E,36168,23763,26920,29382,31609,33865,36333,39273,43194,49648
53,5,C,H,27501,19924,21513,22783,23999,25362,26985,28944,31897,37513
53,5,C,F,26271,19902,21345,22501,23635,24863,26230,27898,30229,34300
53,5,C,E,26662,19907,21401,22582,23743,25017,26442,28211,30721,35246
53,6N,C,H,24681,18647,20742,22087,23070,24085,25288,26789,28772,32171
53,6N,C,F,23359,18420,20214,21224,22224,23074,23947,25114,26704,29408
53,6N,C,E,24252,18569,20533,21770,22773,23693,24823,26231,28103,31353
53,6Q,C,H,29198,21971,23866,25406,26818,28233,29713,31412,33663,37339
53,6Q,C,F,26356,20403,22082,23285,24419,25525,26694,28123,30115,33187
53,6Q,C,E,28838,21692,23567,25072,26453,27859,29348,31045,33274,36911
53,T,C,H,35610,21609,23840,25837,27869,30064,32732,36413,42423,55114
53,T,C,F,30981,20394,22211,23734,25354,27179,29433,32441,37024,46030
53,T,C,E,33889,21049,23122,24952,26851,28969,31512,34923,40390,51519
53,3,N,H,61823,23617,31630,38664,44490,49966,56953,65880,78684,105718
53,3,N,F,51509,27391,34410,38841,42753,46482,50756,56020,63621,79192
53,3,N,E,56564,25117,33234,38794,43380,47925,53184,60188,70561,91806
53,4,N,H,35651,20178,22316,24854,27883,31223,34967,39532,45394,54860
53,4,N,F,32427,20455,23742,26533,29010,31222,33470,36009,39498,45186
53,4,N,E,33163,20361,23321,26175,28820,31223,33721,36549,40587,47323
53,5,N,H,24154,18995,19957,20699,21418,22176,23022,24137,25997,30544
53,5,N,F,24201,19113,20059,20865,21712,22615,23687,25124,27222,31079
53,5,N,E,24194,19099,20048,20834,21662,22539,23569,24966,27062,31033
53,6N,N,H,22041,12469,18566,19768,20846,22073,22811,23666,25075,28384
53,6N,N,F,21428,16776,18994,19617,20140,20698,21574,22713,23905,26680
53,6N,N,E,21687,14809,18849,19654,20339,21108,22231,23141,24406,27357
53,6Q,N,H,26345,19502,21059,22584,23676,24731,25884,27288,29410,34345
53,6Q,N,F,25854,19397,20942,22401,23482,24606,25749,27165,29406,33626
53,6Q,N,E,26182,19469,21022,22506,23619,24697,25839,27247,29409,34073
53,T,N,H,32876,18975,20493,21852,23098,24537,26661,30567,38946,54729
53,T,N,F,27692,19142,20232,21288,22468,23806,25634,28336,32649,40770
53,T,N,E,29202,19107,20298,21431,22646,24016,25920,28841,33891,44225
53,3,T,H,62127,33870,39855,44656,49337,54290,59829,66533,76251,95091
53,3,T,F,51744,30317,35669,39697,43463,47222,51364,56240,63123,76492
53,3,T,E,58650,32464,38233,42748,47058,51572,56713,62920,72030,89353
53,4,T,H,37825,23991,27545,30323,32788,35234,37879,40992,45159,52248
53,4,T,F,33429,22486,25495,27825,29866,31859,34029,36586,40111,45806
53,4,T,E,35785,23189,26461,29014,31283,33545,36022,38963,42883,49389
53,5,T,H,27006,19654,21151,22308,23465,24776,26321,28336,31221,36807
53,5,T,F,25624,19532,20792,21897,22947,24109,25462,27118,29387,33474
53,5,T,E,26002,19559,20883,22013,23084,24284,25675,27425,29863,34311
53,6N,T,H,24355,18293,20406,21773,22803,23756,24941,26443,28459,31941
53,6N,T,F,22807,17960,19635,20538,21474,22469,23367,24461,26104,28827
53,6N,T,E,23780,18179,20050,21198,22325,23255,24309,25696,27589,30896
53,6Q,T,H,29055,21777,23688,25218,26632,28052,29548,31265,33531,37255
53,6Q,T,F,26279,20201,21938,23145,24264,25395,26557,27994,30036,33240
53,6Q,T,E,28667,21477,23367,24863,26235,27643,29147,30857,33113,36812
53,T,T,H,35396,21228,23449,25423,27469,29705,32410,36141,42248,55094
53,T,T,F,30129,19889,21521,22985,24524,26313,28532,31528,36010,44809
53,T,T,E,33163,20462,22482,24230,26104,28224,30776,34173,39552,50551
