REG,CS1,CE,SEXE,BRUT_EQTP,P10_BRUT_EQTP,P20_BRUT_EQTP,P30_BRUT_EQTP,P40_BRUT_EQTP,P50_BRUT_EQTP,P60_BRUT_EQTP,P70_BRUT_EQTP,P80_BRUT_EQTP,P90_BRUT_EQTP
75,3,C,H,63002,33550,39808,44654,49399,54418,60201,67604,78614,98629
75,3,C,F,52607,30613,35968,40142,43955,47787,52082,57266,64861,78878
75,3,C,E,59505,32389,38308,42918,47290,51910,57150,63925,73886,92395
75,4,C,H,38748,24380,27757,30469,32988,35563,38406,41781,46452,54480
75,4,C,F,34046,23086,25837,27982,29924,31924,34224,37115,41022,47167
75,4,C,E,36676,23728,26762,29208,31442,33838,36521,39749,44111,51367
75,5,C,H,27705,20015,21498,22742,23979,25321,26880,28992,32155,38032
75,5,C,F,26378,19824,21259,22453,23594,24799,26172,27905,30378,34844
75,5,C,E,26801,19881,21335,22543,23704,24953,26382,28227,30879,35817
75,6N,C,H,24348,18048,20224,21543,22572,23618,24837,26343,28426,31890
75,6N,C,F,22678,14902,19532,20539,21485,22349,23265,24466,26078,28972
75,6N,C,E,23876,17403,20051,21196,22259,23214,24370,25794,27755,31171
75,6Q,C,H,29510,21594,23541,25101,26579,28089,29689,31582,34176,38787
75,6Q,C,F,26756,20280,21909,23107,24252,25367,26632,28241,30644,34681
75,6Q,C,E,29232,21403,23313,24840,26289,27789,29401,31298,33871,38445
75,T,C,H,35944,21234,23472,25476,27558,29899,32771,36857,43385,56187
75,T,C,F,31459,20278,22131,23694,25352,27267,29695,32974,38079,47502
75,T,C,E,34210,20776,22862,24699,26628,28860,31562,35324,41267,52695
75,3,N,H,57597,20329,26311,32958,39367,45261,51657,60551,75432,104467
75,3,N,F,49713,23886,31486,36660,41028,44793,49000,54334,62492,78827
75,3,N,E,53922,21688,28725,35017,40247,44989,50066,56972,68533,91826
75,4,N,H,36147,20041,22332,24950,27661,31050,34756,39688,47010,57963
75,4,N,F,33195,20852,23767,26517,28997,31153,33550,36435,40415,47402
75,4,N,E,34006,20565,23334,26094,28696,31138,33783,37089,41741,50058
75,5,N,H,24373,18800,19812,20477,21197,22021,22918,24242,26250,31361
75,5,N,F,24172,18907,19839,20591,21431,22359,23486,24924,27052,31246
75,5,N,E,24207,18892,19835,20566,21386,22286,23383,24803,26929,31262
75,6N,N,H,21404,13523,18362,19006,19897,20821,22131,23009,24450,27086
75,6N,N,F,20931,17241,18769,19349,19847,20290,20858,21856,23068,25290
75,6N,N,E,21111,16656,18546,19258,19858,20414,21202,22352,23595,26064
75,6Q,N,H,26755,19619,21022,22274,23417,24639,26035,27879,30088,35346
75,6Q,N,F,24960,19168,20220,21243,22296,23396,24619,25964,28020,32651
75,6Q,N,E,26278,19471,20763,22040,23127,24292,25609,27342,29645,34472
75,T,N,H,33060,18770,20200,21460,22793,24425,26810,30823,39253,55068
75,T,N,F,27439,18937,19988,20888,22020,23309,25050,27675,32089,41023
75,T,N,E,29189,18898,20050,21036,22233,23627,25521,28487,33729,45010
75,3,T,H,62467,31862,38691,43771,48577,53706,59538,67125,78401,99135
75,3,T,F,52146,29573,35355,39628,43456,47312,51589,56833,64506,78867
75,3,T,E,58833,30895,37318,42085,46512,51140,56419,63244,73371,92326
75,4,T,H,38604,23967,27418,30206,32770,35385,38274,41700,46471,54652
75,4,T,F,33907,22675,25554,27789,29789,31794,34106,37015,40922,47204
75,4,T,E,36392,23253,26405,28917,31173,33565,36242,39505,43908,51258
75,5,T,H,27224,19702,21078,22265,23453,24765,26310,28364,31488,37400
75,5,T,F,25774,19439,20687,21830,22930,24109,25465,27163,29596,34055
75,5,T,E,26186,19503,20789,21956,23072,24290,25687,27469,30087,34990
75,6N,T,H,24052,17675,19902,21213,22335,23340,24546,26025,28089,31542
75,6N,T,F,22126,16317,19132,20030,20700,21629,22564,23659,25240,28069
75,6N,T,E,23394,17152,19519,20612,21749,22717,23819,25221,27167,30563
75,6Q,T,H,29377,21430,23370,24930,26410,27931,29537,31431,34032,38695
75,6Q,T,F,26504,20032,21585,22842,23966,25116,26352,27951,30335,34445
75,6Q,T,E,29060,21194,23115,24640,26080,27590,29207,31115,33697,38311
75,T,T,H,35718,20856,23089,25078,27164,29528,32421,36538,43169,56119
75,T,T,F,30534,19763,21376,22891,24488,26328,28701,31896,36888,46292
75,T,T,E,33489,20245,22239,24011,25904,28109,30806,34502,40392,51773
76,3,C,H,62490,33328,39014,43767,48583,53745,59654,67004,77485,96564
76,3,C,F,52631,30642,35610,39478,43218,47163,51806,57393,65276,79348
76,3,C,E,59363,32359,37692,42184,46632,51452,56962,63903,73674,91345
76,4,C,H,38775,24222,27620,30378,32884,35554,38546,42097,46910,54881
76,4,C,F,33690,22876,25659,27852,29769,31738,33934,36717,40413,46478
76,4,C,E,36587,23548,26643,29092,31357,33705,36435,39720,44164,51584
76,5,C,H,27389,19781,21232,22441,23655,25016,26582,28633,31756,37439
76,5,C,F,26180,19632,21047,22229,23380,24609,25988,27724,30129,34452
76,5,C,E,26599,19679,21107,22301,23473,24742,26184,28014,30639,35451
76,6N,C,H,24231,17826,20054,21268,22370,23412,24637,26209,28443,32228
76,6N,C,F,22401,12186,19096,20345,21210,22150,23014,24194,25890,29089
76,6N,C,E,23815,16523,19813,21002,22114,23075,24233,25740,27860,31649
76,6Q,C,H,29331,21221,23201,24786,26272,27833,29472,31446,34267,39090
76,6Q,C,F,26513,20095,21704,22896,24061,25149,26280,27921,30394,34866
76,6Q,C,E,29090,21083,23022,24583,26017,27556,29221,31186,33988,38790
76,T,C,H,37569,21046,23400,25570,27921,30634,34122,38972,46423,60558
76,T,C,F,32334,20216,22124,23824,25616,27755,30415,34005,39458,49598
76,T,C,E,35609,20668,22836,24827,26959,29473,32621,36994,43688,56523
76,3,N,H,54214,19358,24370,30423,36440,42936,49635,58417,71834,97458
76,3,N,F,49246,23691,31236,36555,40783,44667,48797,53961,61746,76315
76,3,N,E,51869,20769,27251,33569,38934,43979,49092,55781,66222,87098
76,4,N,H,35798,19707,21655,23830,26371,29565,33408,37999,44858,56218
76,4,N,F,32456,20479,23053,25640,28190,30457,32882,35795,39705,46394
76,4,N,E,33352,20244,22586,25111,27783,30282,32976,36218,40773,48735
76,5,N,H,23736,18708,19674,20345,21019,21769,22554,23685,25449,29393
76,5,N,F,23707,18830,19641,20351,21145,22043,23008,24360,26439,30352
76,5,N,E,23712,18808,19647,20349,21116,21986,22915,24223,26253,30214
76,6N,N,H,21493,17626,18506,19263,20057,20784,21906,22818,24076,26453
76,6N,N,F,21047,17862,18863,19357,19844,20289,20836,21761,22981,25282
76,6N,N,E,21241,17765,18697,19329,19906,20448,21190,22281,23456,25858
76,6Q,N,H,26635,19228,20553,21923,23039,24248,25808,27678,30155,36071
76,6Q,N,F,24760,19092,20146,21164,22209,23263,24365,25673,27542,31946
76,6Q,N,E,26186,19190,20440,21714,22824,23970,25356,27147,29588,34927
76,T,N,H,32489,18685,20039,21125,22380,23860,26132,29990,37981,54499
76,T,N,F,27478,18912,19880,20752,21852,23080,24833,27589,32177,41439
76,T,N,E,29099,18851,19922,20857,22031,23311,25203,28253,33607,45143
76,3,T,H,61708,31501,37770,42799,47712,52933,58917,66456,77107,96630
76,3,T,F,52065,29585,35071,39034,42813,46760,51260,56862,64714,78917
76,3,T,E,58472,30733,36700,41325,45817,50598,56139,63092,72986,90955
76,4,T,H,38592,23665,27169,30013,32585,35282,38323,41950,46837,54940
76,4,T,F,33454,22241,25185,27515,29516,31525,33751,36556,40282,46462
76,4,T,E,36192,22916,26122,28658,30963,33318,36050,39364,43823,51280
76,5,T,H,26788,19477,20779,21935,23046,24337,25868,27855,30887,36515
76,5,T,F,25412,19237,20401,21499,22559,23733,25086,26791,29153,33413
76,5,T,E,25831,19297,20509,21629,22697,23907,25313,27095,29638,34335
76,6N,T,H,23903,17776,19693,20924,22096,23079,24254,25789,27961,31758
76,6N,T,F,21894,15239,18935,19795,20482,21276,22238,23303,24883,27855
76,6N,T,E,23314,17083,19370,20468,21500,22529,23623,25045,27092,30845
76,6Q,T,H,29172,21004,22990,24577,26067,27632,29294,31258,34093,38986
76,6Q,T,F,26207,19796,21352,22572,23697,24839,25961,27515,29912,34435
76,6Q,T,E,28886,20828,22775,24327,25768,27307,28990,30951,33762,38636
76,T,T,H,37108,20596,22886,25014,27330,30046,33518,38387,45897,60122
76,T,T,F,31078,19615,21211,22754,24456,26469,29046,32526,37850,47786
76,T,T,E,34555,20082,22073,23913,25970,28430,31503,35775,42363,55027
84,3,C,H,66586,35110,41423,46454,51329,56569,62755,70744,82489,104672
84,3,C,F,55996,31886,37188,41373,45326,49427,54225,60322,69038,85731
84,3,C,E,63280,33865,39843,44624,49198,54184,59954,67373,78394,99151
84,4,C,H,40810,25142,29025,32025,34779,37568,40582,44220,49087,57316
84,4,C,F,35091,23143,26214,28631,30749,32923,35337,38283,42228,48802
84,4,C,E,38501,24145,27667,30393,32925,35529,38418,41849,46490,54298
84,5,C,H,28887,20014,21735,23123,24521,26077,27963,30442,34089,40727
84,5,C,F,27319,19883,21555,22876,24150,25526,27130,29123,31933,36843
84,5,C,E,27859,19929,21613,22957,24271,25703,27390,29523,32610,38128
84,6N,C,H,25889,18699,20849,22297,23427,24672,26067,27821,30174,34133
84,6N,C,F,23605,16152,19842,21080,22188,23133,24282,25668,27592,30898
84,6N,C,E,25235,18419,20494,21957,23016,24191,25543,27191,29463,33350
84,6Q,C,H,31189,22095,24300,26139,27883,29649,31554,33774,36714,41701
84,6Q,C,F,28211,20737,22468,23807,25084,26421,28044,30024,32864,37529
84,6Q,C,E,30859,21883,24012,25798,27516,29282,31191,33424,36363,41345
84,T,C,H,39906,21900,24570,27090,29757,32754,36417,41383,49019,63538
84,T,C,F,33954,20562,22708,24569,26575,28951,31873,35773,41581,52281
84,T,C,E,37756,21303,23753,26024,28494,31303,34722,39307,46303,59613
84,3,N,H,59203,20676,27239,34167,40629,46590,53451,62190,76084,104812
84,3,N,F,52002,26088,33764,38745,42771,46689,50950,56673,65077,80754
84,3,N,E,55692,22845,30681,36842,41892,46654,51961,58925,70011,91998
84,4,N,H,37571,20196,22938,25951,29353,33093,37282,42425,49593,59536
84,4,N,F,34091,21267,24628,27543,29963,32233,34720,37703,41623,48433
84,4,N,E,34966,20960,24164,27197,29859,32386,35169,38522,43186,51445
84,5,N,H,24649,18763,19841,20560,21381,22264,23310,24643,26920,32030
84,5,N,F,24990,19007,20046,20922,21941,22990,24269,25992,28552,33367
84,5,N,E,24929,18962,20007,20846,21829,22840,24079,25750,28302,33177
84,6N,N,H,22638,17243,18683,19598,20517,21698,22729,23938,25888,29803
84,6N,N,F,21594,17835,18948,19528,20043,20528,21251,22360,23741,26920
84,6N,N,E,22005,17698,18877,19546,20156,20808,21883,22953,24649,28205
84,6Q,N,H,28622,19565,21185,22703,24096,25573,27427,29800,33373,41690
84,6Q,N,F,26965,19506,20956,22306,23480,24668,25989,28046,31035,37020
84,6Q,N,E,28148,19545,21110,22574,23887,25250,26999,29284,32686,40313
84,T,N,H,35406,18897,20451,22028,23568,25685,29009,34507,44046,59817
84,T,N,F,29395,19135,20307,21551,22931,24657,27086,30556,35749,45151
84,T,N,E,31295,19075,20346,21686,23118,24946,27606,31502,37762,49483
84,3,T,H,65924,33502,40383,45594,50532,55866,62089,70163,82054,104686
84,3,T,F,55313,31047,36685,40932,44866,48940,53663,59682,68399,84930
84,3,T,E,62395,32495,38890,43766,48373,53333,59085,66539,77577,98468
84,4,T,H,40623,24661,28657,31745,34550,37390,40456,44156,49105,57436
84,4,T,F,34879,22694,25910,28419,30591,32776,35216,38159,42106,48737
84,4,T,E,38052,23601,27210,30000,32531,35144,38036,41470,46144,53988
84,5,T,H,28249,19675,21225,22565,23893,25387,27209,29605,33225,39866
84,5,T,F,26617,19474,20900,22187,23402,24734,26300,28272,31063,35990
84,5,T,E,27110,19528,20994,22291,23544,24921,26554,28634,31652,37105
84,6N,T,H,25542,18452,20455,22002,23104,24322,25734,27471,29837,33837
84,6N,T,F,22973,17242,19328,20262,21204,22285,23321,24730,26639,30045
84,6N,T,E,24661,18260,19931,21213,22434,23551,24903,26545,28842,32744
84,6Q,T,H,31055,21874,24087,25927,27684,29463,31385,33632,36613,41701
84,6Q,T,F,28024,20480,22246,23554,24834,26143,27765,29768,32639,37473
84,6Q,T,E,30686,21627,23766,25538,27262,29048,30971,33233,36223,41310
84,T,T,H,39543,21406,24064,26576,29261,32287,35994,41008,48709,63286
84,T,T,F,32810,19968,21917,23656,25583,27893,30765,34578,40229,50627
84,T,T,E,36785,20601,22984,25169,27592,30386,33774,38312,45201,58262
93,3,C,H,65327,33028,40111,45470,50591,56116,62425,70416,81680,102810
93,3,C,F,54418,30643,36361,40662,44605,48646,53212,59051,67302,83037
93,3,C,E,61756,32022,38636,43557,48304,53302,59158,66598,77147,96827
93,4,C,H,40895,24391,28244,31280,34069,36912,40141,44006,49265,58047
93,4,C,F,34825,22989,26056,28493,30626,32804,35170,37994,41873,48347
93,4,C,E,38181,23654,27110,29829,32318,34855,37721,41219,46035,54114
93,5,C,H,28400,19998,21670,23031,24373,25830,27611,29871,33197,39245
93,5,C,F,26977,19808,21403,22711,23956,25248,26732,28595,31267,35999
93,5,C,E,27508,19876,21495,22826,24102,25455,27028,29036,31949,37183
93,6N,C,H,24758,18472,20221,21488,22597,23730,25072,26737,29039,32821
93,6N,C,F,22459,13331,19248,20368,21182,22060,22911,24142,25947,29245
93,6N,C,E,24233,18208,19978,21154,22216,23269,24529,26161,28412,32120
93,6Q,C,H,30667,21170,23409,25241,26969,28766,30746,33122,36356,41729
93,6Q,C,F,27248,20165,21922,23187,24391,25599,26911,28932,31799,36637
93,6Q,C,E,30401,21061,23242,25012,26687,28485,30466,32839,36058,41382
93,T,C,H,38904,21075,23569,25895,28453,31437,35173,40319,48280,63438
93,T,C,F,33177,20368,22407,24208,26105,28367,31215,34971,40624,50957
93,T,C,E,36694,20751,23056,25144,27432,30150,33521,38115,45155,58629
93,3,N,H,58053,19191,24480,31203,38177,45366,53083,63260,78298,106704
93,3,N,F,52338,23985,32113,38040,42711,46900,51499,57766,67030,83548
93,3,N,E,55304,20796,27985,34814,40829,46324,52188,60130,72121,95057
93,4,N,H,35857,19351,21822,24264,27328,31071,35032,40040,46733,57779
93,4,N,F,33539,20316,23491,26372,29119,31580,34286,37267,41376,48350
93,4,N,E,34177,20039,22952,25799,28706,31485,34451,37774,42496,50883
93,5,N,H,24289,18733,19739,20425,21199,22088,23040,24395,26596,31173
93,5,N,F,24240,18803,19655,20441,21320,22332,23501,25066,27374,31818
93,5,N,E,24250,18788,19672,20437,21292,22269,23385,24908,27207,31685
93,6N,N,H,21723,17986,18572,19207,19898,20635,21769,22869,24331,27072
93,6N,N,F,21185,18018,18917,19379,19829,20263,20769,21671,22921,25421
93,6N,N,E,21403,18007,18786,19322,19846,20365,21049,22210,23482,26200
93,6Q,N,H,26332,18807,20006,21224,22531,23870,25529,27640,30390,35707
93,6Q,N,F,25087,18829,19892,20871,22019,23011,24362,26021,28469,33446
93,6Q,N,E,26059,18810,19973,21132,22396,23672,25264,27263,30038,35174
93,T,N,H,32865,18598,19839,20935,22304,23830,26180,30197,38231,55961
93,T,N,F,28246,18847,19832,20749,21968,23355,25337,28360,33477,43514
93,T,N,E,29807,18766,19834,20807,22088,23512,25590,28892,34690,47033
93,3,T,H,64656,30905,38857,44468,49724,55366,61800,69953,81478,103132
93,3,T,F,54080,29599,35832,40313,44318,48387,52952,58873,67273,83106
93,3,T,E,61005,30377,37570,42737,47519,52563,58459,65977,76655,96615
93,4,T,H,40599,23832,27787,30934,33787,36647,39942,43841,49163,58032
93,4,T,F,34607,22469,25648,28198,30399,32619,35026,37877,41782,48347
93,4,T,E,37734,23078,26608,29414,31952,34511,37380,40884,45696,53803
93,5,T,H,27787,19651,21149,22457,23757,25190,26898,29116,32411,38454
93,5,T,F,26229,19326,20677,21942,23150,24438,25912,27743,30363,35074
93,5,T,E,26754,19421,20825,22117,23346,24673,26219,28180,31020,36182
93,6N,T,H,24359,18340,19776,21052,22216,23308,24592,26246,28547,32291
93,6N,T,F,21914,17007,19015,19754,20392,21111,22075,23082,24724,27995
93,6N,T,E,23601,18125,19427,20448,21487,22552,23725,25274,27505,31239
93,6Q,T,H,30410,20874,23113,24942,26674,28498,30474,32854,36096,41540
93,6Q,T,F,26873,19784,21434,22747,23952,25212,26542,28418,31341,36240
93,6Q,T,E,30102,20727,22892,24674,26362,28157,30151,32522,35756,41124
93,T,T,H,38352,20552,22991,25266,27790,30760,34484,39636,47633,62918
93,T,T,F,32000,19681,21451,23155,24981,27136,29909,33624,39204,49475
93,T,T,E,35630,20099,22234,24221,26423,29068,32396,36897,43848,57165
94,3,C,H,57673,26324,33510,39254,44193,49495,55429,63253,73845,94654
94,3,C,F,48839,26961,32933,36840,40597,44886,48832,54120,60859,73758
94,3,C,E,54377,26619,33227,38152,42749,47429,52649,59157,68527,86649
94,4,C,H,40024,23618,27304,30343,33483,36533,40251,44294,49872,58131
94,4,C,F,34993,23103,26261,28828,31026,32928,35362,38527,42573,49645
94,4,C,E,37704,23398,26789,29540,31929,34547,37651,41529,46499,54098
94,5,C,H,28277,20425,21880,23008,24235,25643,27198,29359,32609,38954
94,5,C,F,26139,19947,21172,22213,23253,24419,25811,27541,29850,34140
94,5,C,E,26916,20092,21414,22484,23571,24876,26295,28140,30801,35854
94,6N,C,H,24980,18497,19921,21129,22299,23428,24826,26810,29396,34027
94,6N,C,F,21638,12943,19261,20049,20735,21414,22281,23065,24624,27516
94,6N,C,E,24527,18428,19801,20896,21992,23066,24440,26240,28829,33356
94,6Q,C,H,29979,21013,23022,24678,26336,28090,29962,32417,35469,40847
94,6Q,C,F,26549,20090,21779,23159,24329,25395,26464,27556,29654,33213
94,6Q,C,E,29716,20908,22902,24521,26113,27781,29629,32051,35078,40509
94,T,C,H,33626,20533,22531,24283,26233,28441,31213,34794,40521,51268
94,T,C,F,30103,20165,21690,23052,24571,26317,28499,31420,35962,44928
94,T,C,E,32227,20342,22138,23722,25514,27531,30045,33450,38725,48812
94,3,N,H,47723,19210,23359,27455,32725,38559,45259,52411,65150,88486
94,3,N,F,45519,19145,23562,29591,34912,40273,45681,51850,60011,77115
94,3,N,E,46903,19189,23402,28113,33564,39332,45373,52211,62556,83563
94,4,N,H,38080,19601,21905,24437,27523,31610,36939,43992,49545,62129
94,4,N,F,34074,21307,24034,26788,29514,32172,35373,39013,42703,48918
94,4,N,E,35411,20632,23328,25877,29052,32048,35722,40045,45133,52773
94,5,N,H,24663,18652,19870,20606,21833,22735,23811,25358,27554,30863
94,5,N,F,24136,18824,19957,20632,21398,22359,23512,25166,27339,30795
94,5,N,E,24252,18777,19934,20628,21475,22423,23604,25203,27388,30797
94,6N,N,H,21682,18255,18420,18750,19540,20286,20979,22184,24043,27902
94,6N,N,F,21116,18723,19069,19435,19815,20188,20733,21357,22596,25244
94,6N,N,E,21308,18355,18865,19300,19756,20222,20798,21586,22906,26169
94,6Q,N,H,26640,18953,20438,21572,22374,23496,25432,27713,31022,39162
94,6Q,N,F,23785,18559,19513,20381,21283,22140,22755,24741,27078,30219
94,6Q,N,E,26123,18908,20210,21346,22163,23139,24932,27145,30142,37635
94,T,N,H,32287,18632,20095,21434,22743,24429,27066,30926,39647,54723
94,T,N,F,26798,18865,19914,20696,21621,22809,24490,26952,30446,39371
94,T,N,E,28788,18788,19972,20851,22002,23315,25261,27960,32946,45020
94,3,T,H,55766,23741,31191,36900,42378,47743,53519,61529,72679,93751
94,3,T,F,48205,24623,31292,35972,39767,44183,48267,53787,60704,74023
94,3,T,E,52946,24022,31242,36486,41269,46204,51470,58146,67670,86182
94,4,T,H,39901,23183,26910,29996,33085,36295,40115,44291,49856,58367
94,4,T,F,34868,22746,25960,28555,30868,32838,35363,38569,42575,49576
94,4,T,E,37478,22938,26419,29233,31708,34383,37479,41359,46353,54026
94,5,T,H,27814,20102,21555,22687,23843,25250,26772,28786,32038,38222
94,5,T,F,25679,19578,20755,21790,22797,23940,25353,27039,29242,33526
94,5,T,E,26394,19740,20977,22080,23133,24344,25821,27598,30118,35120
94,6N,T,H,24758,18358,19695,20880,22031,23204,24620,26577,29123,33838
94,6N,T,F,21390,18460,19106,19683,20168,20767,21450,22445,23692,26628
94,6N,T,E,24026,18391,19451,20426,21407,22561,23782,25570,28104,32435
94,6Q,T,H,29789,20809,22762,24419,26116,27862,29756,32234,35309,40794
94,6Q,T,F,26166,19702,21324,22502,23920,25111,26101,27307,29397,32862
94,6Q,T,E,29487,20645,22594,24205,25838,27511,29383,31813,34886,40407
94,T,T,H,33499,20239,22236,23947,25907,28110,30907,34556,40471,51548
94,T,T,F,29381,19727,21088,22408,23836,25567,27635,30502,34972,43885
94,T,T,E,31717,19980,21645,23189,24923,26910,29367,32780,38082,48281
99,3,C,H,72415,35672,42232,47556,52860,58634,65485,74448,87955,115620
99,3,C,F,60815,32936,38629,43042,47272,51828,57177,63998,74208,94329
99,3,C,E,68373,34541,40786,45777,50679,56054,62396,70685,83193,108204
99,4,C,H,40604,24753,28541,31542,34290,37091,40148,43821,48805,57453
99,4,C,F,35704,23193,26321,28779,30964,33246,35818,38920,43122,50176
99,4,C,E,38504,23971,27439,30171,32709,35337,38264,41742,46478,54581
99,5,C,H,28659,19785,21454,22826,24195,25725,27604,30058,33687,40421
99,5,C,F,27367,19737,21351,22664,23950,25336,26951,28999,31959,37260
99,5,C,E,27831,19754,21387,22721,24033,25467,27166,29347,32540,38356
99,6N,C,H,25294,18408,20394,21882,23023,24238,25668,27443,29898,33993
99,6N,C,F,23398,15041,19586,20771,21914,22841,23958,25357,27332,30784
99,6N,C,E,24779,18159,20145,21531,22671,23817,25167,26866,29225,33216
99,6Q,C,H,30532,21517,23738,25525,27226,28955,30820,33043,36029,41045
99,6Q,C,F,27757,20404,22177,23495,24760,26009,27524,29484,32226,36951
99,6Q,C,E,30249,21354,23515,25252,26912,28633,30502,32725,35704,40715
99,T,C,H,41286,21429,24078,26567,29253,32344,36260,41699,50255,67226
99,T,C,F,35963,20489,22673,24642,26812,29459,32835,37467,44387,57177
99,T,C,E,39287,21007,23467,25754,28282,31236,34954,40074,47959,63391
99,3,N,H,67816,20683,27606,35027,42001,48897,57035,68272,85328,122623
99,3,N,F,56681,25608,33902,39373,43871,48433,53639,60488,70810,90598
99,3,N,E,62465,22613,30806,37556,43118,48636,55074,63855,77356,105002
99,4,N,H,37964,19959,22545,25451,28721,32464,36555,41839,49352,60932
99,4,N,F,34362,20763,23977,27014,29659,32102,34780,37932,42186,49670
99,4,N,E,35356,20483,23551,26598,29473,32174,35139,38711,43734,52870
99,5,N,H,24536,18572,19617,20369,21160,22067,23042,24418,26695,31920
99,5,N,F,24568,18846,19839,20639,21557,22540,23729,25315,27728,32517
99,5,N,E,24561,18787,19795,20578,21471,22432,23583,25133,27541,32420
99,6N,N,H,22066,17773,18650,19438,20217,21135,22316,23291,24843,28020
99,6N,N,F,21409,17950,18952,19498,19976,20406,21042,22153,23405,26279
99,6N,N,E,21687,17887,18856,19479,20053,20608,21545,22669,24051,27083
99,6Q,N,H,27180,18995,20536,22111,23332,24714,26296,28328,31212,37680
99,6Q,N,F,25987,19118,20399,21689,22766,23969,25330,27041,29664,34905
99,6Q,N,E,26873,19028,20496,21994,23175,24510,26020,27996,30834,36934
99,T,N,H,36216,18645,20081,21406,22866,24682,27490,32403,42196,61349
99,T,N,F,29436,18941,20058,21067,22330,23838,26003,29393,35000,45789
99,T,N,E,31753,18851,20067,21165,22502,24103,26453,30243,36908,50363
99,3,T,H,72030,34125,41250,46753,52144,58010,64973,74056,87795,116091
99,3,T,F,60250,32053,38074,42572,46835,51373,56715,63557,73776,93826
99,3,T,E,67765,33244,39917,45020,49964,55375,61762,70099,82687,107931
99,4,T,H,40454,24283,28178,31258,34061,36906,40013,43747,48826,57630
99,4,T,F,35470,22691,25955,28519,30755,33060,35644,38760,42968,50095
99,4,T,E,38155,23430,27010,29809,32369,35010,37948,41449,46231,54421
99,5,T,H,28049,19462,20977,22300,23598,25072,26878,29273,32859,39575
99,5,T,F,26584,19343,20715,21975,23168,24497,26057,28052,30940,36207
99,5,T,E,27055,19378,20795,22082,23299,24673,26302,28416,31519,37254
99,6N,T,H,24867,18296,19980,21400,22619,23779,25167,26922,29364,33464
99,6N,T,F,22687,17040,19199,20067,20821,21913,22918,24227,26169,29630
99,6N,T,E,24137,18060,19606,20740,22027,23087,24370,26028,28366,32352
99,6Q,T,H,30346,21262,23497,25285,26990,28730,30607,32844,35859,40939
99,6Q,T,F,27488,20108,21880,23185,24456,25714,27206,29146,31917,36724
99,6Q,T,E,30025,21069,23242,24979,26632,28363,30243,32483,35491,40565
99,T,T,H,40857,20907,23527,25974,28660,31757,35682,41151,49750,66840
99,T,T,F,34474,19861,21767,23559,25588,28084,31314,35776,42501,54906
99,T,T,E,38200,20336,22659,24833,27277,30184,33835,38879,46643,61837
