Id,YearBuilt,YearRemodAdd,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,FullBath,HalfBath,TotRmsAbvGrd,GarageCars,GarageArea,NbChildren,SalePrice
1171,1977,1977,574,1096,1118,0,3,1,1,0,6,1,358,3,171000
1172,1958,1958,599,1261,1261,0,3,1,1,0,6,2,433,6,163000
1173,2006,2007,625,625,625,625,2,1,2,1,5,2,625,4,171900
1174,1946,1994,977,1598,1636,971,3,1,3,0,12,0,0,2,200500
1175,1932,1950,449,952,1170,1175,4,1,2,1,9,2,360,0,239000
1176,1992,2000,983,1683,2129,743,4,1,2,1,9,2,541,3,285000
1177,1984,1985,218,876,923,0,3,1,1,0,5,1,264,3,119500
1178,1926,2004,350,818,818,406,3,1,1,0,5,1,210,4,115000
1179,1921,1950,731,731,820,523,3,1,1,1,7,1,186,0,154900
1180,1954,1954,0,0,1124,0,3,1,1,0,5,0,0,5,93000
1181,1990,1991,0,1216,1298,1216,4,1,2,1,8,2,693,2,250000
1182,2008,2008,120,1600,1652,0,2,1,2,0,5,2,482,1,392500
1183,1996,1996,300,2396,2411,2065,4,1,3,1,10,3,813,5,745000
1184,1920,1950,299,1120,1130,0,2,1,1,0,5,2,720,0,120000
1185,1963,1963,413,1572,1572,0,3,1,1,1,5,3,995,4,186700
1186,1924,1950,392,784,949,272,4,1,1,0,7,1,392,1,104900
1187,1900,1970,538,978,1014,685,3,2,2,0,7,2,420,2,95000
1188,1994,1995,168,1624,1624,0,2,1,2,0,5,3,757,0,262000
1189,2002,2002,831,831,831,829,3,1,2,1,7,2,493,0,195000
1190,1999,1999,994,994,1028,776,3,1,2,1,7,2,442,2,189000
1191,1961,1975,90,1249,1622,0,3,1,1,0,7,4,1356,5,168000
1192,1999,2000,776,776,764,677,2,1,2,1,5,2,492,5,174000
1193,1925,1994,702,702,842,630,3,1,1,0,6,1,250,1,125000
1194,1999,1999,341,1224,1224,0,2,1,2,0,5,2,402,5,165000
1195,1969,1969,292,663,663,689,4,1,1,1,7,1,299,0,158000
1196,2005,2005,728,728,728,728,3,1,2,1,8,2,400,3,176000
1197,2006,2006,879,879,879,984,4,1,2,1,9,3,660,1,219210
1198,1916,1950,815,815,815,875,3,1,1,0,7,1,225,6,144000
1199,2001,2001,1212,1212,1212,0,3,1,2,0,6,2,573,5,178000
1200,1963,1979,504,1051,1382,0,3,1,1,1,6,2,459,1,148000
1201,1970,1970,864,864,864,0,3,1,1,0,5,1,280,3,116050
1202,1998,1998,866,866,866,913,3,1,2,1,6,2,546,5,197900
1203,1925,1997,884,884,884,464,3,1,1,0,5,1,216,2,117000
1204,2000,2001,1630,1630,1630,0,3,1,2,0,6,2,451,1,213000
1205,1975,1975,268,1056,1074,0,3,1,1,1,6,2,495,5,153500
1206,1990,1991,1496,2158,2196,0,3,1,2,0,7,3,701,3,271900
1207,1966,1966,0,1056,1056,0,2,1,1,0,5,1,384,0,107000
1208,2003,2003,1342,1682,1700,0,3,1,2,0,7,2,544,3,200000
1209,1962,1980,319,931,1283,0,3,1,1,0,6,2,506,6,140000
1210,2006,2006,440,1660,1660,0,3,1,2,0,8,2,500,2,290000
1211,1992,1992,1055,1055,1055,790,3,1,2,1,8,2,462,2,189000
1212,1988,2005,132,559,1080,672,4,1,2,0,8,2,492,1,164000
1213,1941,1950,328,672,672,0,2,1,1,0,4,1,234,0,113000
1214,1965,2001,0,648,960,0,0,1,0,0,3,1,364,3,145000
1215,1962,1962,141,925,999,0,3,1,1,0,6,1,300,3,134500
1216,1966,1966,340,894,894,0,3,1,1,0,5,1,384,3,125000
1217,1978,1978,0,0,1318,584,4,2,2,0,8,2,539,2,112000
1218,2009,2009,364,1300,1314,0,3,1,2,0,6,2,552,4,229456
1219,1947,1950,0,0,672,240,2,1,1,0,3,0,0,5,80500
1220,1971,1971,672,672,672,546,3,1,1,1,7,0,0,5,91500
1221,1964,1964,0,912,912,0,2,1,1,0,5,1,288,2,115000
1222,1968,1968,210,952,1211,0,3,1,1,0,5,1,322,4,134000
1223,1949,1950,844,1040,1168,678,3,1,2,0,7,1,315,4,143000
1224,1951,1951,1380,2136,2136,0,4,1,2,0,7,2,528,1,137900
1225,2004,2005,64,788,788,702,3,1,2,1,8,2,388,2,184000
1226,1958,1958,81,588,1138,0,3,1,1,0,6,1,264,2,145000
1227,2007,2007,894,894,894,1039,4,1,2,1,9,3,668,5,214000
1228,1965,2008,317,912,912,0,2,1,1,0,5,2,576,2,147000
1229,2008,2008,162,1702,1702,0,1,1,1,1,7,3,1052,5,367294
1230,1960,1960,409,1075,1507,0,4,1,2,0,7,1,404,4,127000
1231,1977,1977,652,1361,1361,1259,4,2,2,2,12,2,600,3,190000
1232,1962,1962,303,1106,1190,0,3,1,1,0,6,2,540,0,132500
1233,1962,1962,0,0,1224,0,2,2,2,0,6,2,462,0,101800
1234,1959,1959,188,1188,1188,0,3,1,1,0,6,2,531,2,142000
1235,1911,1950,940,940,1024,940,4,1,1,1,7,0,0,1,130000
1236,1914,1950,747,747,892,892,4,1,1,1,9,1,180,5,138887
1237,2003,2003,764,764,764,862,2,1,2,1,6,2,474,1,175500
1238,2004,2005,847,847,847,1101,4,1,2,1,8,2,434,4,195000
1239,2005,2005,1141,1141,1141,0,3,1,1,1,6,2,484,1,142500
1240,2006,2006,1048,1476,1484,0,2,1,2,0,6,2,472,1,265900
1241,2003,2003,334,884,884,884,3,1,2,1,8,2,543,6,224900
1242,2007,2007,1689,1689,1689,0,3,1,2,0,7,3,954,3,248328
1243,1974,1974,0,1053,1173,0,3,1,2,0,6,2,528,6,170000
1244,2006,2006,690,2076,2076,0,2,1,2,1,7,3,850,5,465000
1245,1929,1950,792,792,792,725,3,1,1,0,7,2,400,4,230000
1246,1984,2003,585,585,1140,728,3,1,3,1,7,2,477,6,178000
1247,2005,2006,756,756,756,797,3,1,2,1,6,2,615,5,186500
1248,1976,1976,473,1012,1034,0,3,1,1,0,6,3,888,1,169900
1249,1917,1950,416,735,1134,924,3,1,1,1,8,2,396,0,129500
1250,1950,1950,246,876,988,0,3,1,1,0,6,1,276,2,119000
1251,1968,1968,1045,2110,2110,0,3,1,2,1,8,2,522,3,244000
1252,2003,2003,1405,1405,1405,0,2,1,2,0,6,2,478,3,171750
1253,1968,1968,354,864,874,0,3,1,1,0,5,1,288,3,130000
1254,1974,2003,36,1192,1516,651,3,1,2,1,9,2,518,2,294000
1255,2003,2004,746,746,760,896,3,1,2,1,7,2,397,4,165400
1256,1931,1950,459,884,959,408,3,1,1,0,6,1,560,4,127500
1257,1994,1994,672,1986,1987,0,2,1,2,0,7,2,691,1,301500
1258,1922,1950,864,864,864,0,2,1,1,0,4,0,0,3,99900
1259,2005,2005,201,856,1166,0,2,1,2,0,5,2,400,6,190000
1260,1969,1969,14,1054,1054,0,3,1,1,1,6,2,460,0,151000
1261,1999,1999,841,841,892,783,3,1,2,1,7,2,502,2,181000
1262,1956,1956,546,1050,1050,0,2,1,1,0,5,1,338,6,128900
1263,1957,1989,1104,1104,1104,684,5,1,1,0,8,1,304,1,161500
1264,1919,1950,764,764,1060,764,3,1,1,0,8,2,520,2,180500
1265,1998,1999,1139,1405,1337,0,2,1,2,0,5,2,511,0,181000
1266,1999,1999,241,691,713,739,3,1,2,1,6,2,506,4,183900
1267,1910,1950,925,925,964,925,4,2,1,1,9,1,308,2,122000
1268,2008,2009,2002,2002,2018,0,3,1,2,0,10,3,746,1,378500
1269,1935,1997,536,728,1968,1479,4,1,3,1,11,3,1014,0,381000
1270,1958,1958,414,874,874,650,3,1,1,1,7,1,315,2,144000
1271,1979,1979,74,1332,1332,192,0,1,0,1,4,2,586,0,260000
1272,1968,1968,1489,1489,1489,0,3,1,2,0,7,2,462,2,185750
1273,1965,1965,0,935,935,0,3,1,1,0,5,1,288,4,137000
1274,1959,2006,300,1019,1357,0,2,1,1,0,5,1,312,6,177000
1275,1910,2003,661,661,661,589,3,1,2,0,8,2,552,0,139000
1276,1948,1950,708,928,928,992,4,2,2,0,10,2,400,3,137000
1277,1972,1972,130,723,735,660,3,1,1,1,6,2,497,4,162000
1278,1967,1976,1152,1680,1724,0,3,1,1,1,7,2,480,0,197900
1279,2002,2002,324,1128,1128,903,3,1,2,1,7,2,577,0,237000
1280,1920,1950,698,698,698,430,2,1,1,0,6,2,528,6,68400
1281,2002,2002,785,1573,1573,0,3,1,2,0,6,2,544,6,227000
1282,1990,1990,256,1309,1339,0,2,1,2,0,6,2,484,1,180000
1283,1977,2008,364,1040,1040,0,3,1,2,0,5,2,484,5,150500
1284,1971,1971,912,912,912,912,4,2,2,2,8,0,0,6,139000
1285,1919,1990,804,804,1699,748,4,1,2,0,10,1,336,3,169000
1286,1939,1950,780,780,825,587,4,1,1,0,6,1,280,0,132500
1287,1963,1963,678,1328,1328,0,3,1,1,1,6,2,528,3,143000
1288,1964,1964,812,1624,1582,0,4,1,2,0,7,2,390,3,190000
1289,2000,2000,343,1501,1659,0,2,1,2,0,5,2,499,2,278000
1290,2006,2006,1085,1085,1120,850,3,1,2,1,8,3,753,2,281000
1291,1964,1964,138,1152,1152,0,3,1,1,0,6,2,484,4,180500
1292,1972,1972,399,630,630,672,3,1,2,1,6,1,264,0,119500
1293,1892,1965,994,994,1378,994,4,2,2,0,11,1,432,0,107500
1294,1976,1976,638,832,832,832,4,1,2,1,8,2,528,3,162900
1295,1955,1990,697,864,864,0,2,1,1,0,5,2,572,0,115000
1296,1968,1968,36,1052,1052,0,3,1,1,1,5,1,288,5,138500
1297,1963,1963,344,1120,1128,0,3,1,2,0,6,2,525,5,155000
1298,2005,2006,0,547,1072,0,2,1,2,0,5,2,525,1,140000
1299,2008,2008,466,6110,4692,950,3,1,2,1,12,2,1418,4,160000
1300,1959,1994,0,1246,1246,0,3,1,1,1,6,1,305,3,154000
1301,1999,1999,284,978,1005,978,3,1,2,1,9,2,490,2,225000
1302,1942,1950,224,771,753,741,3,1,1,0,7,1,213,6,177500
1303,1994,1994,425,1165,1203,1323,4,1,2,1,8,3,844,5,290000
1304,2005,2005,1616,1616,1616,0,3,1,2,0,7,3,834,3,232000
1305,2004,2004,976,976,976,732,3,1,2,0,7,2,380,1,130000
1306,2006,2007,80,1652,1652,0,2,1,2,0,6,2,840,0,325000
1307,2005,2006,1368,1368,1368,0,2,1,2,0,6,2,474,1,202500
1308,1994,1995,244,990,990,0,3,1,1,0,5,2,480,0,138000
1309,1948,2005,172,924,1122,0,2,1,1,0,6,2,528,2,147000
1310,1991,1991,78,1278,1294,0,3,1,2,0,6,2,496,3,179200
1311,1959,2002,496,1902,1902,0,3,1,2,0,7,2,567,6,335000
1312,2005,2007,349,1274,1274,0,3,1,2,0,6,2,508,5,203000
1313,1990,1990,971,1453,1453,1357,4,1,2,1,9,2,750,2,302000
1314,1999,1999,1393,1393,1422,1177,4,1,2,1,10,3,779,0,333168
1315,1954,1954,216,948,948,0,3,1,1,0,5,1,280,5,119000
1316,1969,1969,176,952,1092,1020,4,1,2,1,9,2,576,0,206900
1317,2008,2008,1622,1622,1630,0,3,1,2,0,8,3,860,6,295493
1318,2006,2007,1352,1352,1352,0,2,1,2,0,5,2,466,4,208900
1319,2001,2002,1753,1753,1787,0,3,1,2,0,7,3,748,2,275000
1320,1954,1954,372,864,948,0,3,1,1,0,5,1,248,4,111000
1321,1957,1957,628,1478,1478,0,3,1,1,1,6,2,442,6,156500
1322,1949,1950,0,0,720,0,2,1,1,0,4,1,287,4,72500
1323,1992,1992,76,750,1061,862,3,1,2,1,8,2,564,2,190000
1324,1940,1950,140,420,708,0,2,1,1,0,5,0,0,2,82500
1325,2006,2007,1795,1795,1795,0,2,1,2,0,7,3,895,3,147000
1326,1922,1950,796,796,796,0,2,1,1,0,5,0,0,2,55000
1327,1931,2006,0,544,774,0,3,1,1,0,6,0,0,2,79000
1328,1982,2008,175,816,816,0,3,1,1,0,5,1,264,5,130500
1329,1920,1950,1017,1510,1584,1208,5,1,2,0,8,2,520,3,256000
1330,1998,1998,935,935,955,677,3,1,2,1,8,2,462,4,176500
1331,2006,2006,1588,1588,1588,0,3,1,2,0,7,3,825,3,227000
1332,1976,1976,428,911,954,0,3,1,1,0,6,2,576,6,132500
1333,1938,1958,126,816,816,0,2,1,1,0,3,1,288,5,100000
1334,1938,1995,803,803,803,557,2,1,1,1,6,1,297,3,125500
1335,1970,1970,0,765,765,600,3,1,1,1,7,2,440,5,125000
1336,1977,1977,664,1350,1334,0,2,1,2,0,6,2,630,0,167900
1337,1973,1973,1656,1656,1656,0,4,2,2,0,8,2,506,0,135000
1338,1941,1950,693,693,693,0,2,1,1,0,4,0,0,6,52500
1339,2002,2002,216,916,920,941,3,1,2,1,8,2,492,5,200000
1340,1972,1972,504,864,864,0,3,1,1,0,5,1,288,1,128500
1341,1971,1971,858,858,872,0,3,1,1,0,5,4,480,5,123000
1342,2003,2004,300,1114,1114,0,3,1,1,0,6,2,576,4,155000
1343,2002,2002,1284,1284,1284,885,3,1,2,1,7,2,647,6,228500
1344,1928,1950,896,896,1172,741,3,1,1,1,9,2,342,3,177000
1345,2006,2006,728,728,728,728,3,1,2,1,8,2,440,2,155835
1346,1920,1950,710,960,960,0,2,1,1,0,5,1,308,1,108500
1347,1968,2003,1203,1568,2156,0,3,1,2,0,9,2,508,3,262500
1348,2006,2007,1652,1732,1776,0,3,1,2,0,7,3,712,1,283463
1349,1998,1998,39,1482,1494,0,3,1,2,0,5,2,514,3,215000
1350,1872,1987,425,684,938,1215,4,1,2,0,8,0,0,0,122000
1351,1969,1969,748,1248,1338,1296,6,2,2,2,12,4,968,5,200000
1352,1962,1962,539,858,858,858,4,1,1,1,8,2,490,5,171000
1353,1937,2000,698,698,786,390,2,1,1,0,4,2,624,2,134900
1354,1995,1996,1217,2033,2053,1185,4,1,2,1,9,3,666,2,410000
1355,2000,2000,257,992,992,873,3,1,2,1,7,3,839,2,235000
1356,1968,1992,570,570,1222,698,4,1,3,0,8,2,487,6,170000
1357,1966,1966,524,864,892,0,3,1,1,0,5,1,264,1,110000
1358,1971,2008,344,1078,1078,0,3,1,1,1,6,2,500,1,149900
1359,2000,2000,378,756,769,804,3,1,2,1,5,2,440,4,177500
1360,2004,2005,533,1980,1980,0,3,1,2,0,8,3,770,3,315000
1361,1921,1998,612,612,990,1611,4,1,3,1,8,2,621,6,189000
1362,2005,2005,256,1530,1530,0,3,1,2,0,7,2,430,2,260000
1363,1920,2007,715,715,1281,457,4,1,2,0,7,1,368,6,104900
1364,2006,2007,616,616,616,796,3,1,2,1,6,2,432,5,156932
1365,2005,2005,600,600,520,600,2,1,2,1,4,2,480,0,144152
1366,2000,2000,281,814,814,860,3,1,2,1,7,2,663,1,216000
1367,1999,1999,240,873,882,908,3,1,2,1,7,2,588,1,193000
1368,1977,1977,36,757,925,550,4,1,2,0,6,1,336,1,127000
1369,2003,2004,163,848,848,0,1,1,1,0,4,2,420,2,144000
1370,2003,2003,315,1657,1668,0,3,1,2,0,8,2,502,4,232000
1371,1920,1950,420,840,840,534,2,1,1,0,6,1,338,1,105000
1372,1955,1996,161,992,1661,0,3,1,1,0,8,1,377,4,165500
1373,1998,1998,133,1108,1108,989,3,1,2,1,8,2,583,5,274300
1374,2001,2002,1351,2633,2633,0,2,1,2,1,8,3,804,4,466500
1375,2005,2005,1026,1026,1026,932,3,1,2,1,9,3,936,4,250000
1376,2007,2007,1571,1571,1571,0,3,1,2,0,7,3,722,3,239000
1377,1930,1950,384,768,790,0,2,1,1,0,4,1,160,1,91000
1378,1941,1960,156,984,984,620,3,1,2,0,6,2,660,2,117000
1379,1973,1973,174,483,483,504,2,1,1,1,5,1,264,4,83000
1380,2006,2007,384,384,754,640,3,1,2,1,7,2,400,4,167500
1381,1914,1950,661,864,864,0,2,1,1,0,5,1,200,4,58500
1382,1970,1970,340,1205,2117,0,4,1,2,1,7,2,550,0,237500
1383,1920,1950,596,596,998,764,4,1,1,1,8,2,576,0,157000
1384,1918,2007,816,816,1416,0,3,1,2,0,7,2,576,5,112000
1385,1939,1950,356,560,698,560,2,1,1,0,6,1,280,0,105000
1386,1922,2007,61,796,796,358,3,1,1,0,7,1,240,0,125500
1387,1978,1978,133,1392,1392,1392,5,1,3,1,12,2,564,6,250000
1388,1916,1950,0,714,1664,862,5,1,2,0,10,1,216,1,136000
1389,2006,2007,426,1746,1746,0,3,1,2,0,7,3,758,4,377500
1390,1941,1950,360,735,869,349,3,1,1,0,6,2,440,6,131000
1391,2000,2000,125,1525,1525,0,3,1,2,0,6,2,541,2,235000
1392,1967,1967,1584,1584,1584,0,4,2,2,0,8,3,792,0,124000
1393,1967,1967,95,864,900,0,3,1,1,0,6,1,288,5,123000
1394,1905,2000,482,482,1221,691,3,2,2,0,7,2,672,2,163000
1395,2006,2006,286,1356,1500,0,2,1,2,0,6,3,648,1,246578
1396,2005,2006,1094,1094,1133,1349,4,1,2,1,9,3,642,6,281213
1397,1948,1950,60,747,1687,0,3,1,1,0,7,2,572,0,160000
1398,1920,2004,939,939,939,574,4,1,1,1,8,1,180,1,137500
1399,1950,1982,676,1208,1136,768,3,1,1,1,7,1,240,3,138000
1400,1925,1990,712,976,1160,448,3,1,2,1,7,1,216,1,137450
1401,1929,1950,862,862,950,208,3,1,1,0,5,1,208,1,120000
1402,2004,2004,80,839,864,729,3,1,2,1,8,2,398,6,193000
1403,2006,2006,1286,1286,1294,0,2,1,2,0,6,2,662,6,193879
1404,2007,2007,556,1485,1464,0,3,1,2,0,6,3,754,0,282922
1405,1915,1950,672,672,694,520,3,1,1,0,6,3,936,6,105000
1406,2004,2005,221,1594,1646,0,2,1,2,0,5,2,482,0,275000
1407,1972,2007,112,768,768,0,2,1,1,0,5,2,396,3,133000
1408,1985,1985,208,833,833,0,3,1,1,0,5,0,0,0,112000
1409,1910,1950,622,622,741,622,3,1,1,0,6,2,528,6,125500
1410,1986,1991,791,791,1236,857,3,1,2,1,7,2,542,2,215000
1411,2001,2001,278,944,944,896,3,1,2,1,6,2,622,0,230000
1412,1950,2005,736,856,1112,556,3,1,1,1,6,1,271,2,140000
1413,1949,1950,0,0,1040,0,2,2,2,0,6,2,420,0,90000
1414,2005,2006,868,1844,1844,0,2,1,2,0,7,2,620,5,257000
1415,1923,2000,833,833,1053,795,4,1,1,1,8,2,370,5,207000
1416,2007,2007,398,1386,1569,0,1,1,2,0,7,3,660,2,175900
1417,1885,1950,777,777,1246,1044,4,2,2,0,11,2,560,3,122500
1418,1998,1998,503,1284,1310,1140,3,1,2,1,7,3,1069,0,340000
1419,1963,1963,247,1144,1144,0,3,1,1,1,6,1,336,3,124000
1420,1969,1969,734,1844,1844,0,3,1,2,0,7,2,540,3,223000
1421,1968,1968,304,708,708,708,3,1,2,1,7,2,776,2,179900
1422,1977,1977,709,1069,1069,0,2,1,2,0,4,2,440,4,127500
1423,2003,2003,162,848,848,0,1,1,1,0,3,2,420,4,136500
1424,1966,1966,697,697,1575,626,4,1,2,0,8,2,432,0,274970
1425,1958,1983,193,1024,1344,0,2,1,1,0,6,1,484,6,144000
1426,1959,1959,1252,1252,1252,0,3,1,1,0,7,2,528,4,142000
1427,1994,1994,223,1223,1223,904,3,1,2,1,5,2,525,0,271000
1428,1945,1950,333,913,1048,510,3,1,1,1,6,1,288,4,140000
1429,1940,1992,278,788,804,0,2,1,1,0,4,1,240,3,119000
1430,1981,1981,762,1440,1440,0,3,1,2,0,7,2,467,1,182900
1431,2005,2005,732,732,734,1104,4,1,2,1,7,2,372,2,192140
1432,1976,1976,0,958,958,0,2,1,2,0,5,2,440,4,143750
1433,1927,2007,656,656,968,0,4,1,2,0,5,1,216,4,64500
1434,2000,2000,936,936,962,830,3,1,2,1,8,2,451,0,186500
1435,1977,1977,190,1126,1126,0,3,1,2,0,5,2,484,6,160000
1436,1962,2005,1319,1319,1537,0,3,1,1,1,7,2,462,2,174000
1437,1971,1971,248,864,864,0,3,1,1,0,5,2,528,4,120500
1438,2008,2008,596,1932,1932,0,2,1,2,0,7,3,774,3,394617
1439,1957,1996,312,912,1236,0,2,1,1,0,6,2,923,1,149700
1440,1979,1979,114,539,1040,685,3,1,2,1,6,2,550,0,197000
1441,1922,1994,588,588,1423,748,3,1,2,0,11,2,672,1,191000
1442,2004,2004,151,848,848,0,1,1,1,0,3,2,420,3,149300
1443,2008,2008,252,1017,1026,981,3,1,2,1,10,3,812,2,310000
1444,1916,1950,952,952,952,0,2,1,1,0,4,1,192,4,121000
1445,2004,2004,1422,1422,1422,0,3,1,2,0,7,2,626,2,179600
1446,1966,1966,0,814,913,0,3,1,1,0,6,1,240,1,129000
1447,1962,1962,595,1188,1188,0,3,1,1,0,6,1,312,4,157900
1448,1995,1996,141,1220,1220,870,3,1,2,1,8,2,556,0,240000
1449,1910,2000,560,560,796,550,2,1,1,1,6,1,384,0,112000
1450,1970,1970,77,630,630,0,1,1,1,0,3,0,0,5,92000
1451,1974,1974,896,896,896,896,4,2,2,2,8,0,0,4,136000
1452,2008,2009,1573,1573,1578,0,3,1,2,0,7,3,840,3,287090
1453,2005,2005,0,547,1072,0,2,1,1,0,5,2,525,5,145000
1454,2006,2006,1140,1140,1140,0,3,1,1,0,6,0,0,6,84500
1455,2004,2005,811,1221,1221,0,2,1,2,0,6,2,400,5,185000
1456,1999,2000,953,953,953,694,3,1,2,1,7,2,460,0,175000
1457,1978,1988,589,1542,2073,0,3,1,2,0,7,2,500,2,210000
1458,1941,2006,877,1152,1188,1152,4,1,2,0,9,1,252,3,266500
1459,1950,1996,0,1078,1078,0,2,1,1,0,5,1,240,5,142125
1460,1965,1965,136,1256,1256,0,3,1,1,1,6,1,276,4,147500
